sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
minspan__wt_trp__1,minspan,wt_trp,1,RNAseq-1,,,,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),37,7,,Batch,,No,,GAIIX,,1,minspan/SRR922264_1.fastq,minspan/SRR922264_2.fastq,minspan__wt_trp__1.bam,78.6,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__bw_delcra_glc__1,minspan,bw_delcra_glc,1,RNAseq-1,,b0080|b4252,KO,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli BW25113 del_cra,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,GAIIX,,2,minspan/SRR922270_1.fastq,minspan/SRR922270_2.fastq,minspan__bw_delcra_glc__1.bam,84.03,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__bw_delcra_glc__2,minspan,bw_delcra_glc,2,RNAseq-1,,b0080|b4252,KO,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli BW25113 del_cra,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,Bridging Study between MiSeq & GAIIX,2,minspan/cra_S2_L001_R1_001.fastq.gz,minspan/cra_S2_L001_R2_001.fastq.gz,minspan__bw_delcra_glc__2.bam,88.78,,GSE122211,1,,,,
minspan__bw_delcra_trp__1,minspan,bw_delcra_trp,1,RNAseq-1,,b0080|b4252,KO,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli BW25113 del_cra,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),37,7,Kanamycin,Batch,,No,,GAIIX,,1,minspan/SRR922271_1.fastq,minspan/SRR922271_2.fastq,minspan__bw_delcra_trp__1.bam,76.33,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__bw_delmntr__1,minspan,bw_delmntr,1,RNAseq-1,,b0817|b4252,KO,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli BW25113 del_mntR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,GAIIX,,1,minspan/SRR922272_1.fastq,minspan/SRR922272_2.fastq,minspan__bw_delmntr__1.bam,92.81,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__bw_delnac_ade__1,minspan,bw_delnac_ade,1,RNAseq-1,,b1988|b4252,KO,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli BW25113 del_nac,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),37,7,Kanamycin,Batch,,No,,GAIIX,,1,minspan/SRR922269_1.fastq,minspan/SRR922269_2.fastq,minspan__bw_delnac_ade__1.bam,81.84,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
minspan__bw_delnac_glc__1,minspan,bw_delnac_glc,1,RNAseq-1,,b1988|b4252,KO,Aarash Bordbar,Haythem Latif,10/01/12,Escherichia coli BW25113 del_nac,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,GAIIX,,1,minspan/SRR922268_1.fastq,minspan/SRR922268_2.fastq,minspan__bw_delnac_glc__1.bam,90.26,doi.org/10.15252/msb.20145243,GSE48324,1,,,,
cra_crp__wt_ac__1,cra_crp,wt_ac,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/08/14,Escherichia coli K-12 MG1655,MG1655,M9,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,,Batch,0.25,No,,MiSeq,,2,cra_crp/MG1655acetate-1_S1_L001_R1_001.fastq,cra_crp/MG1655acetate-1_S1_L001_R2_001.fastq,cra_crp__wt_ac__1.bam,96.37,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__wt_ac__2,cra_crp,wt_ac,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/08/14,Escherichia coli K-12 MG1655,MG1655,M9,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,,Batch,0.25,No,,MiSeq,,2,cra_crp/MG1655acetate-2_S2_L001_R1_001.fastq,cra_crp/MG1655acetate-2_S2_L001_R2_001.fastq,cra_crp__wt_ac__2.bam,96.01,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__wt_fru__1,cra_crp,wt_fru,1,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/08/14,Escherichia coli K-12 MG1655,MG1655,M9,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,,Batch,0.53,No,,MiSeq,,2,cra_crp/MG1655fructose1_S1_L001_R1_001.fastq,cra_crp/MG1655fructose1_S1_L001_R2_001.fastq,cra_crp__wt_fru__1.bam,97.71,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__wt_fru__2,cra_crp,wt_fru,2,RNAseq-1,,,,Donghyuk Kim,Donghyuk Kim,07/08/14,Escherichia coli K-12 MG1655,MG1655,M9,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,,Batch,0.53,No,,MiSeq,,2,cra_crp/MG1655fructose2_S2_L001_R1_001.fastq,cra_crp/MG1655fructose2_S2_L001_R2_001.fastq,cra_crp__wt_fru__2.bam,97.65,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__delcra_ac__1,cra_crp,delcra_ac,1,RNAseq-1,,b0080,KO,Donghyuk Kim,Donghyuk Kim,11/19/14,Escherichia coli K-12 MG1655 del_cra,MG1655,M9,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,Kanamycin,Batch,0.08,No,,MiSeq,,2,cra_crp/RNAseq-dcra-ace-1_S1_L001_R1_001.fastq,cra_crp/RNAseq-dcra-ace-1_S1_L001_R2_001.fastq,cra_crp__delcra_ac__1.bam,98.71,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__delcra_ac__2,cra_crp,delcra_ac,2,RNAseq-1,,b0080,KO,Donghyuk Kim,Donghyuk Kim,11/19/14,Escherichia coli K-12 MG1655 del_cra,MG1655,M9,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,Kanamycin,Batch,0.08,No,,MiSeq,,2,cra_crp/RNAseq-dcra-ace-2_S2_L001_R1_001.fastq,cra_crp/RNAseq-dcra-ace-2_S2_L001_R2_001.fastq,cra_crp__delcra_ac__2.bam,98.56,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__delcra_fru__1,cra_crp,delcra_fru,1,RNAseq-1,,b0080,KO,Donghyuk Kim,Donghyuk Kim,11/17/14,Escherichia coli K-12 MG1655 del_cra,MG1655,M9,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,Kanamycin,Batch,0.69,No,,MiSeq,,2,cra_crp/RNAseq-dcra-fru-1_S1_L001_R1_001.fastq,cra_crp/RNAseq-dcra-fru-1_S1_L001_R2_001.fastq,cra_crp__delcra_fru__1.bam,98.66,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__delcra_fru__2,cra_crp,delcra_fru,2,RNAseq-1,,b0080,KO,Donghyuk Kim,Donghyuk Kim,11/17/14,Escherichia coli K-12 MG1655 del_cra,MG1655,M9,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,Kanamycin,Batch,0.69,No,,MiSeq,,2,cra_crp/RNAseq-dcra-fru-2_S2_L001_R1_001.fastq,cra_crp/RNAseq-dcra-fru-2_S2_L001_R2_001.fastq,cra_crp__delcra_fru__2.bam,98.76,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__delcra_glc__1,cra_crp,delcra_glc,1,RNAseq-1,,b0080,KO,Donghyuk Kim,Donghyuk Kim,11/18/14,Escherichia coli K-12 MG1655 del_cra,MG1655,M9,glucose(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,Kanamycin,Batch,0.67,No,,MiSeq,,2,cra_crp/RNAseq-dcra-glc-1_S1_L001_R1_001.fastq,cra_crp/RNAseq-dcra-glc-1_S1_L001_R2_001.fastq,cra_crp__delcra_glc__1.bam,98.82,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
cra_crp__delcra_glc__2,cra_crp,delcra_glc,2,RNAseq-1,,b0080,KO,Donghyuk Kim,Donghyuk Kim,11/18/14,Escherichia coli K-12 MG1655 del_cra,MG1655,M9,glucose(2),NH4Cl(1),O2,aebersold trace element mixture,,37,7,Kanamycin,Batch,0.67,No,,MiSeq,,2,cra_crp/RNAseq-dcra-glc-2_S2_L001_R1_001.fastq,cra_crp/RNAseq-dcra-glc-2_S2_L001_R2_001.fastq,cra_crp__delcra_glc__2.bam,98.6,doi.org/10.1093/nar/gky069,GSE65643,1,,,,
rpoB__wt_031__1,rpoB,wt_031,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,08/07/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.31 h^-1,1,rpoB/SRR1514293_1.fastq,rpoB/SRR1514293_2.fastq,rpoB__wt_031__1.bam,98.26,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__wt_044__1,rpoB,wt_044,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,08/07/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.44 h^-1,1,rpoB/SRR1514294_1.fastq,rpoB/SRR1514294_2.fastq,rpoB__wt_044__1.bam,97.53,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__wt_lb__1,rpoB,wt_lb,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,,37,7,,Batch,1.42,No,,MiSeq,,2,rpoB/SRR1514291_1.fastq,rpoB/SRR1514291_2.fastq,rpoB__wt_lb__1.bam,98.31,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__wt_lb__2,rpoB,wt_lb,2,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,,37,7,,Batch,1.42,No,,MiSeq,,2,rpoB/SRR1514292_1.fastq,rpoB/SRR1514292_2.fastq,rpoB__wt_lb__2.bam,98.46,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE546V_031__1,rpoB,rpoBE546V_031,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,08/13/13,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.31 h^-1,1,rpoB/SRR1514298_1.fastq,rpoB/SRR1514298_2.fastq,rpoB__rpoBE546V_031__1.bam,98.2,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE546V_044__1,rpoB,rpoBE546V_044,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,08/13/13,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.44 h^-1,1,rpoB/SRR1514299_1.fastq,rpoB/SRR1514299_2.fastq,rpoB__rpoBE546V_044__1.bam,97.57,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE546V_lb__1,rpoB,rpoBE546V_lb,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,LB,,,O2,,,37,7,Kanamycin,Batch,1.34,No,,MiSeq,,2,rpoB/SRR1514296_1.fastq,rpoB/SRR1514296_2.fastq,rpoB__rpoBE546V_lb__1.bam,98.55,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE546V_lb__2,rpoB,rpoBE546V_lb,2,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,LB,,,O2,,,37,7,Kanamycin,Batch,1.34,No,,MiSeq,,2,rpoB/SRR1514297_1.fastq,rpoB/SRR1514297_2.fastq,rpoB__rpoBE546V_lb__2.bam,98.6,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE546V_glc__1,rpoB,rpoBE546V_glc,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/20/13,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.85,No,,MiSeq,,1,rpoB/SRR1514295_1.fastq,rpoB/SRR1514295_2.fastq,rpoB__rpoBE546V_glc__1.bam,87.63,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE672K_glc__1,rpoB,rpoBE672K_glc,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.88,No,,MiSeq,,2,rpoB/SRR1514300_1.fastq,rpoB/SRR1514300_2.fastq,rpoB__rpoBE672K_glc__1.bam,97.14,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE672K_glc__2,rpoB,rpoBE672K_glc,2,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.88,No,,MiSeq,,2,rpoB/SRR1514301_1.fastq,rpoB/SRR1514301_2.fastq,rpoB__rpoBE672K_glc__2.bam,97.3,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE672K_lb__1,rpoB,rpoBE672K_lb,1,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,LB,,,O2,,,37,7,Kanamycin,Batch,1.4,No,,MiSeq,,2,rpoB/SRR1514302_1.fastq,rpoB/SRR1514302_2.fastq,rpoB__rpoBE672K_lb__1.bam,98.52,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
rpoB__rpoBE672K_lb__2,rpoB,rpoBE672K_lb,2,RNAseq-1,,,,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,LB,,,O2,,,37,7,Kanamycin,Batch,1.4,No,,MiSeq,,2,rpoB/SRR1514303_1.fastq,rpoB/SRR1514303_2.fastq,rpoB__rpoBE672K_lb__2.bam,98.56,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,,,,
crp__wt_fru__1,crp,wt_fru,1,RNAseq-1,,,,Haythem Latif,Haythem Latif,08/15/13,Escherichia coli K-12 MG1655,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,,1,crp/SRR1751336_1.fastq,crp/SRR1751337_1.fastq,crp/SRR1751338_1.fastq,crp/SRR1751336_2.fastq,crp/SRR1751337_2.fastq,crp/SRR1751338_2.fastq,crp__wt_fru__1.bam,97.94,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__wt_glyc__1,crp,wt_glyc,1,RNAseq-1,,,,Haythem Latif,Haythem Latif,08/14/13,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,,2,crp/SRR1751347_1.fastq,crp/SRR1751348_1.fastq,crp/SRR1751349_1.fastq,crp/SRR1751347_2.fastq,crp/SRR1751348_2.fastq,crp/SRR1751349_2.fastq,crp__wt_glyc__1.bam,98.47,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__wt_glyc__2,crp,wt_glyc,2,RNAseq-1,,,,Haythem Latif,Haythem Latif,08/14/13,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,,2,crp/SRR1751350_1.fastq,crp/SRR1751351_1.fastq,crp/SRR1751352_1.fastq,crp/SRR1751350_2.fastq,crp/SRR1751351_2.fastq,crp/SRR1751352_2.fastq,crp__wt_glyc__2.bam,98.2,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar1_glyc__1,crp,delar1_glyc,1,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,crp/SRR1751295_1.fastq,crp/SRR1751296_1.fastq,crp/SRR1751297_1.fastq,crp/SRR1751295_2.fastq,crp/SRR1751296_2.fastq,crp/SRR1751297_2.fastq,crp__delar1_glyc__1.bam,94.77,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar1_glyc__2,crp,delar1_glyc,2,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,crp/SRR1751298_1.fastq,crp/SRR1751299_1.fastq,crp/SRR1751300_1.fastq,crp/SRR1751298_2.fastq,crp/SRR1751299_2.fastq,crp/SRR1751300_2.fastq,crp__delar1_glyc__2.bam,95.1,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar1ar2_glyc__1,crp,delar1ar2_glyc,1,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751301_1.fastq,crp/SRR1751302_1.fastq,crp/SRR1751303_1.fastq,crp/SRR1751301_2.fastq,crp/SRR1751302_2.fastq,crp/SRR1751303_2.fastq,crp__delar1ar2_glyc__1.bam,95.49,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar1ar2_glyc__2,crp,delar1ar2_glyc,2,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751304_1.fastq,crp/SRR1751305_1.fastq,crp/SRR1751306_1.fastq,crp/SRR1751304_2.fastq,crp/SRR1751305_2.fastq,crp/SRR1751306_2.fastq,crp__delar1ar2_glyc__2.bam,95.8,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar1ar2_glyc__3,crp,delar1ar2_glyc,3,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751307_1.fastq,crp/SRR1751308_1.fastq,crp/SRR1751309_1.fastq,crp/SRR1751307_2.fastq,crp/SRR1751308_2.fastq,crp/SRR1751309_2.fastq,crp__delar1ar2_glyc__3.bam,95.57,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar2_glyc__1,crp,delar2_glyc,1,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751310_1.fastq,crp/SRR1751311_1.fastq,crp/SRR1751312_1.fastq,crp/SRR1751310_2.fastq,crp/SRR1751311_2.fastq,crp/SRR1751312_2.fastq,crp__delar2_glyc__1.bam,96.07,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delar2_glyc__2,crp,delar2_glyc,2,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751313_1.fastq,crp/SRR1751314_1.fastq,crp/SRR1751313_2.fastq,crp/SRR1751314_2.fastq,crp__delar2_glyc__2.bam,96.07,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delar2_glyc__3,crp,delar2_glyc,3,RNAseq-1,,,,Haythem Latif,Haythem Latif,04/08/14,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751315_1.fastq,crp/SRR1751316_1.fastq,crp/SRR1751317_1.fastq,crp/SRR1751315_2.fastq,crp/SRR1751316_2.fastq,crp/SRR1751317_2.fastq,crp__delar2_glyc__3.bam,96.6,doi.org/10.1371/journal.pone.0197272,GSE64849,1
crp__delcrp_fru__1,crp,delcrp_fru,1,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751318_1.fastq,crp/SRR1751319_1.fastq,crp/SRR1751318_2.fastq,crp/SRR1751319_2.fastq,crp__delcrp_fru__1.bam,97.28,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_fru__2,crp,delcrp_fru,2,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751320_1.fastq,crp/SRR1751321_1.fastq,crp/SRR1751320_2.fastq,crp/SRR1751321_2.fastq,crp__delcrp_fru__2.bam,97.49,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_fru__3,crp,delcrp_fru,3,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751322_1.fastq,crp/SRR1751323_1.fastq,crp/SRR1751322_2.fastq,crp/SRR1751323_2.fastq,crp__delcrp_fru__3.bam,97.18,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_glc__1,crp,delcrp_glc,1,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751324_1.fastq,crp/SRR1751325_1.fastq,crp/SRR1751324_2.fastq,crp/SRR1751325_2.fastq,crp__delcrp_glc__1.bam,97.38,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_glc__2,crp,delcrp_glc,2,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751326_1.fastq,crp/SRR1751327_1.fastq,crp/SRR1751326_2.fastq,crp/SRR1751327_2.fastq,crp__delcrp_glc__2.bam,97.48,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_glc__3,crp,delcrp_glc,3,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751328_1.fastq,crp/SRR1751329_1.fastq,crp/SRR1751328_2.fastq,crp/SRR1751329_2.fastq,crp__delcrp_glc__3.bam,97.43,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_glyc__1,crp,delcrp_glyc,1,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751330_1.fastq,crp/SRR1751331_1.fastq,crp/SRR1751330_2.fastq,crp/SRR1751331_2.fastq,crp__delcrp_glyc__1.bam,97.47,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_glyc__2,crp,delcrp_glyc,2,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751332_1.fastq,crp/SRR1751333_1.fastq,crp/SRR1751332_2.fastq,crp/SRR1751333_2.fastq,crp__delcrp_glyc__2.bam,97.8,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
crp__delcrp_glyc__3,crp,delcrp_glyc,3,RNAseq-1,,b3357,KO,Haythem Latif,Haythem Latif,03/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,crp/SRR1751334_1.fastq,crp/SRR1751335_1.fastq,crp/SRR1751334_2.fastq,crp/SRR1751335_2.fastq,crp__delcrp_glyc__3.bam,97.65,doi.org/10.1371/journal.pone.0197272,GSE64849,1,,
glu__glu_ale3__1,glu,glu_ale3,1,RNAseq-1,,,,Ryan LaCroix,Richard Szubin,04/15/13,Escherichia coli GLU.3.412.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A3 F412 I1,1,glu/SRR1573437_1.fastq,glu/SRR1573437_2.fastq,glu__glu_ale3__1.bam,98.88,doi.org/10.1128/AEM.02246-14,GSE61327,1,,,,
glu__glu_ale4__1,glu,glu_ale4,1,RNAseq-1,,,,Ryan LaCroix,Richard Szubin,04/16/13,Escherichia coli GLU.4.403.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.98,Endpoint,Clonal,MiSeq,GLU A4 F403 I1,1,glu/SRR1573438_1.fastq,glu/SRR1573438_2.fastq,glu__glu_ale4__1.bam,98.94,doi.org/10.1128/AEM.02246-14,GSE61327,1,,,,
