,condition_id,rep,project_id
test_GSE46412_MG1655_arcA_mutant_anaerobic_1,GSE46412_MG1655_arcA_mutant_anaerobic,1,ref_GSE46412_MG1655_wild_type_anaerobic
test_GSE6992_wt_paraquat_t10_1,GSE6992_wt_paraquat_t10,1,ref_GSE6992_wt_paraquat_t0
test_E-MEXP-267_hda_1,E-MEXP-267_hda,1,ref_E-MEXP-267_exp
test_GSE33147_lac2_day60_2,GSE33147_lac2_day60,2,ref_GSE33147_wt_lac
test_GSE32561_MlfabH_2,GSE32561_MlfabH,2,ref_GSE32561_wt
test_GSE15533_TW_1,GSE15533_TW,1,ref_GSE15533_O157:H7
test_GSE47732_vp1_induced_60_0,GSE47732_vp1_induced_60,0,ref_GSE47732_vp1_uninduced_0
test_GSE49918_polyamine_20min_2,GSE49918_polyamine_20min,2,ref_GSE49918_ctrl
test_GSE57084_tetracycline_resistant_0,GSE57084_tetracycline_resistant,0,ref_GSE57084_MG1655
test_GSE35371_sham_2.5h_5,GSE35371_sham_2.5h,5,ref_GSE35371_sham_2.5h
test_GSE4569_1h_UV_2,GSE4569_1h_UV,2,ref_GSE4569_1h
test_GSE56133_MG1655_Wildtype_Kanamycin_2,GSE56133_MG1655_Wildtype_Kanamycin,2,ref_GSE56133_MG1655_Wildtype_untreated
test_E-MEXP-222_Zn_2,E-MEXP-222_Zn,2,ref_E-MEXP-222
test_GSE44211_gentamicin_0,GSE44211_gentamicin,0,ref_GSE44211_ctrl
test_GSE4556_ph7.0_3,GSE4556_ph7.0,3,ref_GSE4556_ph7.0
test_GSE6609_D3_anaerobic_lon_2,GSE6609_D3_anaerobic_lon,2,ref_GSE6609_D1_anaerobic
test_GSE2999_dam_mutant_GM3819_1,GSE2999_dam_mutant_GM3819,1,ref_GSE2999_WT_AB1157
test_GSE29424_EZgly_BTE_accDABC_stat_2,GSE29424_EZgly_BTE_accDABC_stat,2,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE7243_phoU_2,GSE7243_phoU,2,ref_GSE7243_wt
test_GSE33147_glyc1_day20_1,GSE33147_glyc1_day20,1,ref_GSE33147_wt_glyc
test_GSE7885_WT_exp_0,GSE7885_WT_exp,0,ref_GSE7885_WT_biofilm
test_GSE9814_rpoS_1,GSE9814_rpoS,1,ref_GSE9814_wt
test_GSE3105_fur2_arabinose_1,GSE3105_fur2_arabinose,1,ref_GSE3105_wt1_arabinose
test_GSE13011_REL606_EXP_Cy5_2,GSE13011_REL606_EXP_Cy5,2,ref_GSE13011_MG1655_EXP_Cy3
test_GSE34275_ctrl_1,GSE34275_ctrl,1,ref_GSE34275_ctrl
test_GSE19879_zeroThym_60min_0,GSE19879_zeroThym_60min,0,ref_GSE19879_control
test_GSE11052_exp_MAJ_4,GSE11052_exp_MAJ,4,ref_GSE11052_exp_MOPS
test_GSE29424_EZglu_BTE-H204A_stat_4,GSE29424_EZglu_BTE-H204A_stat,4,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE6836_t60_0,GSE6836_t60,0,ref_GSE6836_t0
test_GSE10307_fed-batch_180min_7,GSE10307_fed-batch_180min,7,ref_GSE10307_ctrl_batch
test_GSE14238_MinMedia_5%CO2_3,GSE14238_MinMedia_5%CO2,3,ref_GSE14238_MinMedia
test_GSE6781_pGIT1_NO2_3,GSE6781_pGIT1_NO2,3,ref_GSE6781_pGIT8
test_GSE7573_metJ_MOPS_DeaNO_5min_0,GSE7573_metJ_MOPS_DeaNO_5min,0,ref_GSE7573_metJ_MOPS
test_GSE47589_E1_9,GSE47589_E1,9,ref_GSE47589_E0
test_GSE7573_argR_MOPS_DeaNO_5min_0,GSE7573_argR_MOPS_DeaNO_5min,0,ref_GSE7573_argR_MOPS
test_GSE58806_synh_lt_exp_3,GSE58806_synh_lt_exp,3,ref_GSE58806_synh_lt_exp
test_GSE17526_rpoS_Log_0,GSE17526_rpoS_Log,0,ref_GSE17526_Log
test_GSE39926_evo_pH_0,GSE39926_evo_pH,0,ref_GSE39926
test_GSE56133_MG1655_Wildtype_H2O2_0,GSE56133_MG1655_Wildtype_H2O2,0,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE6425_MG1655_aerobic_26_0,GSE6425_MG1655_aerobic_26,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE13418_biofilm_colony_2,GSE13418_biofilm_colony,2,ref_GSE13418_biofilm_attachment
test_GSE5239_BL21pOri2_mu0.29_2,GSE5239_BL21pOri2_mu0.29,2,ref_GSE5239_BL21_mu0.46
test_E-MEXP-926_urine_83972_1,E-MEXP-926_urine_83972,1,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE10307_fed-batch_180min_1,GSE10307_fed-batch_180min,1,ref_GSE10307_ctrl_batch
test_GSE30639_6.5KL_1,GSE30639_6.5KL,1,ref_GSE30639_Anc
test_GSE6836_ldrA_0.075_2,GSE6836_ldrA_0.075,2,ref_GSE6836_luc_0.075
test_GSE17465_t1_1,GSE17465_t1,1,ref_GSE17465_t0
test_GSE7265_RpoS_tp11_0,GSE7265_RpoS_tp11,0,ref_GSE7265_wt_tp1
test_GSE10159_untreated_60min_2,GSE10159_untreated_60min,2,ref_GSE10159_untreated_5min
test_GSE10345_bicyclomycin_Coli-MG1655_2,GSE10345_bicyclomycin_Coli-MG1655,2,ref_GSE10345_Coli-MG1655
test_GSE33147_lac2_day20_1,GSE33147_lac2_day20,1,ref_GSE33147_wt_lac
test_E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1_0,E-MEXP-953_T20_MG1655_Stationary_planktonic_F_lambda_ilvG_rfb_50_rph_1,0,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE12190_NaCl_1,GSE12190_NaCl,1,ref_GSE12190
test_GSE7265_RpoS_tp10_1,GSE7265_RpoS_tp10,1,ref_GSE7265_wt_tp1
test_GSE21869_PaeR7IR+M+_GEN500_6,GSE21869_PaeR7IR+M+_GEN500,6,ref_GSE21869_PaeR7IR-M-
test_GSE7573_norR_MOPS_DeaNO_5min_0,GSE7573_norR_MOPS_DeaNO_5min,0,ref_GSE7573_norR_MOPS
test_GSE34275_ctrl_4,GSE34275_ctrl,4,ref_GSE34275_ctrl
test_GSE15406_ppGpp0_ctrl_1,GSE15406_ppGpp0_ctrl,1,ref_GSE15406_wt_ctrl
test_GSE58977_stat_acsh_t8_0,GSE58977_stat_acsh_t8,0,ref_GSE58977_exp_acsh_t4
test_GSE4778_t1_ph5.5_0,GSE4778_t1_ph5.5,0,ref_GSE4778_t0_ph7.6
test_GSE20326_treated_with_cerium_nanoparticles_2,GSE20326_treated_with_cerium_nanoparticles,2,ref_GSE20326_control
test_GSE10307_fed-batch_120min_3,GSE10307_fed-batch_120min,3,ref_GSE10307_ctrl_batch
test_GSE17584_mt_+glu_2,GSE17584_mt_+glu,2,ref_GSE17584_WT_-glu
test_GSE28630_ybjN_mutant_1,GSE28630_ybjN_mutant,1,ref_GSE28630_wild_type
test_GSE33147_wt_lac_3,GSE33147_wt_lac,3,ref_GSE33147_wt_lac
test_GSE6836_t60_nor_2,GSE6836_t60_nor,2,ref_GSE6836_t0
test_GSE39926_evo_H2O2_1,GSE39926_evo_H2O2,1,ref_GSE39926
test_GSE6836_t90_ccdb_MG1063_1,GSE6836_t90_ccdb_MG1063,1,ref_GSE6836_t90_lacz
test_GSE7398_wt_240_2,GSE7398_wt_240,2,ref_GSE7398_wt_90
test_GSE5192_exposed_to_5mA_DC_current_2.5mA/cm²_0,GSE5192_exposed_to_5mA_DC_current_2.5mA/cm²,0,ref_GSE5192_control
test_GSE7265_WT_tp6_1,GSE7265_WT_tp6,1,ref_GSE7265_WT_ref
test_GSE58806_synh_exp_1,GSE58806_synh_exp,1,ref_GSE58806_synh_exp
test_GSE4394_rhlB_rif_6min_1,GSE4394_rhlB_rif_6min,1,ref_GSE4394_rhlB
test_GSE47732_vp1_ethanol_uninduced_0_1,GSE47732_vp1_ethanol_uninduced_0,1,ref_GSE47732_vp1_ethanol_uninduced_0
test_GSE4394_wt_rif_3min_1,GSE4394_wt_rif_3min,1,ref_GSE4394_wtSH3208
test_GSE4321_rpoH_2.5min_2,GSE4321_rpoH_2.5min,2,ref_GSE4321_wt_2.5min
test_GSE13444_Ihfa_Isobutanol_10min_1,GSE13444_Ihfa_Isobutanol_10min,1,ref_GSE13444_Ihfa_Isobutanol_0%
test_GSE12554_Generation210_10%Cranberry_1,GSE12554_Generation210_10%Cranberry,1,ref_GSE12554_control
test_GSE24524_wt_nitrate_0,GSE24524_wt_nitrate,0,ref_GSE24524_wt_fumarate
test_GSE4706_40hours_0,GSE4706_40hours,0,ref_GSE4706
test_GSE58806_synh_lt_exp_0,GSE58806_synh_lt_exp,0,ref_GSE58806_synh_lt_exp
test_GSE3123_rng_pM30_1,GSE3123_rng_pM30,1,ref_GSE3123_wt_pM30
test_GSE59397_synh_exp_1,GSE59397_synh_exp,1,ref_GSE59397_synh_exp
test_GSE39607_CYA_0.5MIC_0,GSE39607_CYA_0.5MIC,0,ref_GSE39607_ctrl
test_GSE4394_wt_rif_6min_6,GSE4394_wt_rif_6min,6,ref_GSE4394_wtN3433
test_GSE33_W3100_0min_growth_in_presence_of0.3µg/ml_MMC_1,GSE33_W3100_0min_growth_in_presence_of0.3µg/ml_MMC,1,ref_GSE33_W3100_0min_normal_growth
test_GSE18059_Colony_Biofilm_Perimeter_3,GSE18059_Colony_Biofilm_Perimeter,3,ref_GSE18059_Colony_Biofilm_Interior
test_GSE6836_nrdB_0.075_0,GSE6836_nrdB_0.075,0,ref_GSE6836_luc_0.075
test_GSE58806_acsh_stat_5,GSE58806_acsh_stat,5,ref_GSE58806_acsh_exp
test_GSE55365_anaer_arcA_1,GSE55365_anaer_arcA,1,ref_GSE55365_anaer_wt
test_GSE35371_sham_2.5h_4,GSE35371_sham_2.5h,4,ref_GSE35371_sham_2.5h
test_GSE12190_NaCl_0,GSE12190_NaCl,0,ref_GSE12190
test_GSE3250_wt_acetateShift_6h_1,GSE3250_wt_acetateShift_6h,1,ref_GSE3250_wt
test_GSE6836_relE_0.025_0,GSE6836_relE_0.025,0,ref_GSE6836_luc_0.025
test_GSE10159_treated_mecillinam0.3_60min_1,GSE10159_treated_mecillinam0.3_60min,1,ref_GSE10159_untreated_5min
test_GSE13444_arcA_Isobutanol_10min_3,GSE13444_arcA_Isobutanol_10min,3,ref_GSE13444_arcA_Isobutanol_0%
test_GSE59397_acsh_exp_1,GSE59397_acsh_exp,1,ref_GSE59397_acsh_exp
test_E-MEXP-584_urine_2,E-MEXP-584_urine,2,ref_E-MEXP-584_MOPS
test_GSE29266_ycdC_1,GSE29266_ycdC,1,ref_GSE29266_wt
test_GSE12797_Stat rpoS_2,GSE12797_Stat rpoS,2,ref_GSE12797_Expon WT
test_GSE2037_glu_1,GSE2037_glu,1,ref_GSE2037_glu
test_GSE6836_dnaT_0.075_2,GSE6836_dnaT_0.075,2,ref_GSE6836_luc_0.075
test_GSE9203_isrK_0,GSE9203_isrK,0,ref_GSE9203_wt
test_GSE17465_IrrE_t0_1,GSE17465_IrrE_t0,1,ref_GSE17465_t0
test_GSE31140_polymyxinB_20m_0,GSE31140_polymyxinB_20m,0,ref_GSE31140_control_20m
test_GSE19370_MG1655_300µM_peroxynitrite_5_minutes_1,GSE19370_MG1655_300µM_peroxynitrite_5_minutes,1,ref_GSE19370_MG1655_absence_peroxynitrite
test_GSE8540_cysB_GSNO500_5min_1,GSE8540_cysB_GSNO500_5min,1,ref_GSE8540_cysB
test_GSE17526_Stat_0,GSE17526_Stat,0,ref_GSE17526_Log
test_GSE55972_NP_TiO2_5h_0,GSE55972_NP_TiO2_5h,0,ref_GSE55972_control_5h
test_GSE6425_MG1655_anaerobic_6.75_0,GSE6425_MG1655_anaerobic_6.75,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE10307_fed-batch_300min_0,GSE10307_fed-batch_300min,0,ref_GSE10307_ctrl_batch
test_GSE17276_CV115_7,GSE17276_CV115,7,ref_GSE17276_ancestor_JA122
test_GSE30639_40KS_1,GSE30639_40KS,1,ref_GSE30639_Anc
test_GSE3123_rne_pRNG3_1,GSE3123_rne_pRNG3,1,ref_GSE3123_wt_pM30
test_GSE7573_norR_MOPS_DeaNO_5min_5,GSE7573_norR_MOPS_DeaNO_5min,5,ref_GSE7573_nsrR_MOPS
test_GSE33147_lacB_day20_1,GSE33147_lacB_day20,1,ref_GSE33147_wt_lac
test_GSE35049_GLBRCE1_anaer_SynH_stat_3,GSE35049_GLBRCE1_anaer_SynH_stat,3,ref_GSE35049_GLBRCE1_anaer_SynH_exp
test_GSE3250_ppsA_acetateShift_4h_3,GSE3250_ppsA_acetateShift_4h,3,ref_GSE3250_ppsA
test_GSE4394_wt_rif_4.5min_3,GSE4394_wt_rif_4.5min,3,ref_GSE4394_wtN3433
test_GSE4778_t5_ph5.5_0,GSE4778_t5_ph5.5,0,ref_GSE4778_t0_ph7.6
test_GSE21869_PaeR7IR+M+_GEN70_2,GSE21869_PaeR7IR+M+_GEN70,2,ref_GSE21869_PaeR7IR-M-
test_GSE4321_rpoH_0min_0,GSE4321_rpoH_0min,0,ref_GSE4321_wt_0min
test_GSE51611_osmotolerant_A2_0,GSE51611_osmotolerant_A2,0,ref_GSE51611_unevolved_parent
test_GSE21652_rpoa27_2,GSE21652_rpoa27,2,ref_GSE21652_p2
test_GSE7573_argR_MOPS_DeaNO_5min_1,GSE7573_argR_MOPS_DeaNO_5min,1,ref_GSE7573_argR_MOPS
test_GSE7885_rpoS_exp_1,GSE7885_rpoS_exp,1,ref_GSE7885_WT_biofilm
test_GSE8540_wt_DPTA_5min_3,GSE8540_wt_DPTA_5min,3,ref_GSE8540_wt
test_GSE1780_075mMCopper_2,GSE1780_075mMCopper,2,ref_GSE1780_0mMCopper
test_GSE6836_sulA_0.025_0,GSE6836_sulA_0.025,0,ref_GSE6836_luc_0.025
test_GSE4511_aerobic_pH8.7_4,GSE4511_aerobic_pH8.7,4,ref_GSE4511_aerobic_pH5.0
test_GSE8540_wt_GSNO100_5min_4,GSE8540_wt_GSNO100_5min,4,ref_GSE8540_wt
test_GSE6425_UTI89_aerobic_5_1,GSE6425_UTI89_aerobic_5,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE34023_t75_leuo_3,GSE34023_t75_leuo,3,ref_GSE34023_t75_ctrl
test_GSE40648_ctrl_1,GSE40648_ctrl,1,ref_GSE40648_ctrl
test_GSE8540_dpp_GSNO100_5min_0,GSE8540_dpp_GSNO100_5min,0,ref_GSE8540_dpp
test_GSE18935_MG1655_pBR_Plac_plasmid_mgrR_0,GSE18935_MG1655_pBR_Plac_plasmid_mgrR,0,ref_GSE18935_MG1655
test_GSE3250_wt_acetateShift_5h_3,GSE3250_wt_acetateShift_5h,3,ref_GSE3250_wt
test_GSE7243_phoU_1,GSE7243_phoU,1,ref_GSE7243_wt
test_E-MEXP-267_hda_0,E-MEXP-267_hda,0,ref_E-MEXP-267_stat
test_GSE13444_WT_Butanol_10min_2,GSE13444_WT_Butanol_10min,2,ref_GSE13444_WT_Butanol_0%
test_GSE28795_dskA-_pGB2_ppGpp0_0,GSE28795_dskA-_pGB2_ppGpp0,0,ref_GSE28795_pGB2_ppGpp0
test_GSE6836_dam_0.075_2,GSE6836_dam_0.075,2,ref_GSE6836_luc_0.075
test_GSE44211_gentamicin_1,GSE44211_gentamicin,1,ref_GSE44211_ctrl
test_GSE7656_30°C NaCl GB_1,GSE7656_30°C NaCl GB,1,ref_GSE7656_30°C
test_GSE44211_pgrp_2,GSE44211_pgrp,2,ref_GSE44211_ctrl
test_GSE23578_BW25113_Treated_100µM_KCN_7,GSE23578_BW25113_Treated_100µM_KCN,7,ref_GSE23578_BW25113_Untreated_wild_type
test_GSE8540_wt_GSNO100_5min_1,GSE8540_wt_GSNO100_5min,1,ref_GSE8540_wt
test_GSE35049_GLBRCE1_anaer_ACSH_exp_1,GSE35049_GLBRCE1_anaer_ACSH_exp,1,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t3_1,GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t3,1,ref_GSE42205_OVWPE_extrac_diluted_in_ethanol_20%_t1
test_GSE4556_ph5.7_0,GSE4556_ph5.7,0,ref_GSE4556_ph7.0
test_GSE29424_EZgly_BTE-H204A_stat_1,GSE29424_EZgly_BTE-H204A_stat,1,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE4724_P4XB2mutant_arg_1,GSE4724_P4XB2mutant_arg,1,ref_GSE4724_P4Xwildtype
test_GSE34275_glycerol_treat_5,GSE34275_glycerol_treat,5,ref_GSE34275_ctrl
test_GSE61736_minimalC_minimalN_1,GSE61736_minimalC_minimalN,1,ref_GSE61736_ctrl
test_GSE11052_exp_0,GSE11052_exp,0,ref_GSE11052_stat
test_GSE19742_MG1655_lac_deletion_dksA_deletion_Untreated_2,GSE19742_MG1655_lac_deletion_dksA_deletion_Untreated,2,ref_GSE19742_MG1655_lac_deletion
test_GSE9203_isrK_1,GSE9203_isrK,1,ref_GSE9203_wt
test_GSE58977_exp_synh_aa_t7_1,GSE58977_exp_synh_aa_t7,1,ref_GSE58977_exp_synh_aa_t4
test_GSE3250_wt_acetateShift_1h_3,GSE3250_wt_acetateShift_1h,3,ref_GSE3250_wt
test_GSE6836_t60_nor_0,GSE6836_t60_nor,0,ref_GSE6836_t0
test_E-MEXP-1166_MG1655_evoStat_2,E-MEXP-1166_MG1655_evoStat,2,ref_E-MEXP-1166_MG1655
test_GSE3665_mut3_40g/l_etOH_1,GSE3665_mut3_40g/l_etOH,1,ref_GSE3665_wt
test_GSE7265_RelA_tp9_2,GSE7265_RelA_tp9,2,ref_GSE7265_wt_tp1
test_GSE5098_aeroob_NOC5/7_2,GSE5098_aeroob_NOC5/7,2,ref_GSE5098_aeroob
test_E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1_1,E-MEXP-953_T10_MG1655_Exponiential_planktonic_F_lambda_ilvG_rfb_50_rph_1,1,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE6836_fklB_0.075_0,GSE6836_fklB_0.075,0,ref_GSE6836_luc_0.075
test_GSE4394_RNaseE_N_rif_1.5min_0,GSE4394_RNaseE_N_rif_1.5min,0,ref_GSE4394_RNaseE_N
test_GSE45443_MOPS_glyc_CV108_2,GSE45443_MOPS_glyc_CV108,2,ref_GSE45443_MOPSrich_glyc
test_GSE29076_EDL933_nsrR_mutant_2,GSE29076_EDL933_nsrR_mutant,2,ref_GSE29076_EDL933_wild_type
test_GSE33147_lacD_day60_0,GSE33147_lacD_day60,0,ref_GSE33147_wt_lac
test_GSE6836_t30_ccdb_MG1063_0,GSE6836_t30_ccdb_MG1063,0,ref_GSE6836_t30_lacz
test_GSE4569_1h_UV_1,GSE4569_1h_UV,1,ref_GSE4569_1h
test_GSE7573_wt_MOPS_DeaNO_5min_3,GSE7573_wt_MOPS_DeaNO_5min,3,ref_GSE7573_wt_MOPS
test_GSE30345_cpxA_ala_0,GSE30345_cpxA_ala,0,ref_GSE30345_wt_ala
test_GSE8965_SA_tp2_3,GSE8965_SA_tp2,3,test_GSE8965_A_tp2
test_GSE9814_rpoS_2,GSE9814_rpoS,2,ref_GSE9814_wt
test_GSE40313_hns_1,GSE40313_hns,1,ref_GSE40313
test_GSE17276_CV101_7,GSE17276_CV101,7,ref_GSE17276_ancestor_JA122
test_GSE13444_WT_Butanol_10min_5,GSE13444_WT_Butanol_10min,5,ref_GSE13444_WT_Butanol_0%
test_GSE6836_dnaT_0.075_0,GSE6836_dnaT_0.075,0,ref_GSE6836_luc_0.075
test_GSE4511_aerobic_pH5.0_2,GSE4511_aerobic_pH5.0,2,ref_GSE4511_aerobic_pH5.0
test_GSE25561_hG-CSF_25C_OD4_2,GSE25561_hG-CSF_25C_OD4,2,ref_GSE25561_WT_37C_OD4
test_GSE33147_glycD_day44_0,GSE33147_glycD_day44,0,ref_GSE33147_wt_glyc
test_GSE7265_RpoS_tp8_0,GSE7265_RpoS_tp8,0,ref_GSE7265_wt_tp1
test_GSE47732_vp1_uninduced_0_0,GSE47732_vp1_uninduced_0,0,ref_GSE47732_vp1_uninduced_0
test_GSE7265_Crp_tp5_2,GSE7265_Crp_tp5,2,ref_GSE7265_wt_tp1
test_GSE8965_FA_tp1_1,GSE8965_FA_tp1,1,test_GSE8965_A_tp1
test_GSE19370_MG1655_300µM_peroxynitrite_5_minutes_4,GSE19370_MG1655_300µM_peroxynitrite_5_minutes,4,ref_GSE19370_MG1655_absence_peroxynitrite
test_GSE7573_iscR_MOPS_DeaNO_5min_3,GSE7573_iscR_MOPS_DeaNO_5min,3,ref_GSE7573_iscR_MOPS
test_GSE30005_p2_58_0,GSE30005_p2_58,0,ref_GSE30005_wt
test_GSE48829_yjiR_1,GSE48829_yjiR,1,ref_GSE48829_WT
test_GSE7265_WT_tp12_2,GSE7265_WT_tp12,2,ref_GSE7265_WT_ref
test_GSE7326_R-M+_1h50m_0,GSE7326_R-M+_1h50m,0,ref_GSE7326_controlpHSG415_1h50m
test_GSE34023_t75_bglj_drcsb_0,GSE34023_t75_bglj_drcsb,0,ref_GSE34023_t75_ctrl
test_GSE18623_MG1655_1µg/ml_CHIR-090_2,GSE18623_MG1655_1µg/ml_CHIR-090,2,ref_GSE18623_MG1655_1µg/ml_DMSO
test_GSE6836_ruvC_0.075_0,GSE6836_ruvC_0.075,0,ref_GSE6836_luc_0.075
test_GSE3250_ppsA_acetateShift_6h_3,GSE3250_ppsA_acetateShift_6h,3,ref_GSE3250_ppsA
test_GSE3437_rpoE_30min_2,GSE3437_rpoE_30min,2,ref_GSE3437_wt_30min
test_GSE3250_ppsA_acetateShift_5h_0,GSE3250_ppsA_acetateShift_5h,0,ref_GSE3250_ppsA
test_GSE4706_40hours_2,GSE4706_40hours,2,ref_GSE4706
test_GSE6836_t0_lacz_MG1063_0,GSE6836_t0_lacz_MG1063,0,ref_GSE6836_t0_lacz
test_GSE7265_WT_tp14_0,GSE7265_WT_tp14,0,ref_GSE7265_WT_ref
test_GSE7573_iscR_MOPS_DeaNO_5min_0,GSE7573_iscR_MOPS_DeaNO_5min,0,ref_GSE7573_iscR_MOPS
test_GSE45443_MOPSrich_gluc_CV104_pHDB3_1,GSE45443_MOPSrich_gluc_CV104_pHDB3,1,ref_GSE45443_MOPSrich_glyc
test_GSE12877_CO-RM_aerobic_2,GSE12877_CO-RM_aerobic,2,ref_GSE12877_unexposed_aerobic
test_GSE13444_Ihfa_Isobutanol_10min_4,GSE13444_Ihfa_Isobutanol_10min,4,ref_GSE13444_Ihfa_Isobutanol_0%
test_GSE1730_LB_wt_5,GSE1730_LB_wt,5,ref_GSE1730_LB_wt
test_GSE45443_MOPS_glyc_CV108_1,GSE45443_MOPS_glyc_CV108,1,ref_GSE45443_MOPSrich_glyc
test_GSE6836_t12_nor_1,GSE6836_t12_nor,1,ref_GSE6836_t0
test_GSE6836_uspA_0.075_1,GSE6836_uspA_0.075,1,ref_GSE6836_luc_0.075
test_GSE3665_mut1_0g/l_etOH_2,GSE3665_mut1_0g/l_etOH,2,ref_GSE3665_wt
test_GSE33147_glyc1_day44_2,GSE33147_glyc1_day44,2,ref_GSE33147_wt_glyc
test_GSE47221_amoxicillin_resistant_1,GSE47221_amoxicillin_resistant,1,ref_GSE47221_amoxicillin_resistant
test_GSE2999_dam_mutS_GM5556_treated_0,GSE2999_dam_mutS_GM5556_treated,0,ref_GSE2999_WT_AB1157
test_GSE28630_ybjN_over_expression_0,GSE28630_ybjN_over_expression,0,ref_GSE28630_wild_type
test_E-TABM-103_t16_0,E-TABM-103_t16,0,ref_E-TABM-103_t3.1
test_E-MEXP-267_wt_1,E-MEXP-267_wt,1,ref_E-MEXP-267_exp
test_GSE39926_evo_pH_1,GSE39926_evo_pH,1,ref_GSE39926
test_GSE6425_MG1655_aerobic_8_1,GSE6425_MG1655_aerobic_8,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE6425_UTI89_aerobic_8_1,GSE6425_UTI89_aerobic_8,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE7573_nsrR_hmpA_MOPS_DeaNO_5min_1,GSE7573_nsrR_hmpA_MOPS_DeaNO_5min,1,ref_GSE7573_nsrR_hmpA_MOPS
test_GSE13444_WT_Ethanol_10min_1,GSE13444_WT_Ethanol_10min,1,ref_GSE13444_WT_Ethanol_0%
test_GSE56133_MG1655_Wildtype_Kanamycin_1,GSE56133_MG1655_Wildtype_Kanamycin,1,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE6425_MG1655_aerobic_12_1,GSE6425_MG1655_aerobic_12,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE17276_CV101_0,GSE17276_CV101,0,ref_GSE17276_ancestor_JA122
test_GSE21869_PaeR7IR+M+_GEN70_0,GSE21869_PaeR7IR+M+_GEN70,0,ref_GSE21869_PaeR7IR-M-
test_GSE3591_anaerobic_wt_NO2_1,GSE3591_anaerobic_wt_NO2,1,ref_GSE3591_aerobic_wt
test_GSE13048_CO-RM_anaer_1,GSE13048_CO-RM_anaer,1,ref_GSE13048_unexposed_anaer
test_GSE8540_metJ_GSNO500_5min_3,GSE8540_metJ_GSNO500_5min,3,ref_GSE8540_metJ
test_GSE6836_mcrB_0.075_2,GSE6836_mcrB_0.075,2,ref_GSE6836_luc_0.075
test_GSE13982_MG1655_Anaerobic_1,GSE13982_MG1655_Anaerobic,1,ref_GSE13982_MG1655_Aerobic
test_GSE30639_6.5KL_2,GSE30639_6.5KL,2,ref_GSE30639_Anc
test_GSE23526_G3.2_isobutanol_1,GSE23526_G3.2_isobutanol,1,ref_GSE23526_wt
test_GSE7265_Crp_tp5_1,GSE7265_Crp_tp5,1,ref_GSE7265_wt_tp1
test_E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1_0,E-MEXP-953_T48_MG1655+pBR322_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,0,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE24875_ctrl_0,GSE24875_ctrl,0,ref_GSE24875_ctrl
test_GSE13589_planktonic_stationairy_2,GSE13589_planktonic_stationairy,2,ref_GSE13589_biofilm_outside
test_GSE13011_REL606_EXP_Cy5_1,GSE13011_REL606_EXP_Cy5,1,ref_GSE13011_MG1655_EXP_Cy3
test_GSE29424_EZgly_BTE_exp_0,GSE29424_EZgly_BTE_exp,0,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE33147_glycC_day44_1,GSE33147_glycC_day44,1,ref_GSE33147_wt_glyc
test_GSE40557_71_3,GSE40557_71,3,ref_GSE40557_ctrl
test_GSE33147_lac2_day60_0,GSE33147_lac2_day60,0,ref_GSE33147_wt_lac
test_GSE2129_anaeroob_GSNO_2,GSE2129_anaeroob_GSNO,2,ref_GSE2129_anaeroob
test_GSE34275_ctrl_0,GSE34275_ctrl,0,ref_GSE34275_ctrl
test_GSE14238_Pen_1,GSE14238_Pen,1,ref_GSE14238_MinMedia
test_GSE6836_lexA_0.025_1,GSE6836_lexA_0.025,1,ref_GSE6836_luc_0.025
test_GSE45443_MOPSrich_gluc_pLCV1_0,GSE45443_MOPSrich_gluc_pLCV1,0,ref_GSE45443_MOPSrich_glyc
test_GSE7265_RelA_tp9_1,GSE7265_RelA_tp9,1,ref_GSE7265_wt_tp1
test_GSE31140_PMX10070_20m_0,GSE31140_PMX10070_20m,0,ref_GSE31140_control_20m
